organism_name	intraspecific_name	lineage	genome_assembly_id	taxonomy_id	bioproject	biosample	sra_run_id	ngs_read_file_source	ref_org	isolate_identifiers	selection_notes	lab_name	files_processed
Yersinia pestis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pestis	GCA_003798225.1	632	PRJNA231221	SAMN10228581	SRR8072959	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pestis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pestis	GCA_003798345.1	632	PRJNA231221	SAMN10228582	SRR8283298	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pestis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pestis	GCA_003798345.1	632	PRJNA231221	SAMN10228582	SRR8283297	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pestis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pestis	GCA_003798205.1	632	PRJNA231221	SAMN10228583	SRR8072962	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pestis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pestis	GCA_003798205.1	632	PRJNA231221	SAMN10228583	SRR8072961	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798445.1	633	PRJNA231221	SAMN10228560	SRR8072916	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_008693365.1	633	PRJNA231221	SAMN11056380	SRR8984879	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798445.1	633	PRJNA231221	SAMN10228560	SRR8072915	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_016535475.1	633	PRJNA231221	SAMN16357216	SRR12825850	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_016535475.1	633	PRJNA231221	SAMN16357216	SRR12825851	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_008693365.1	633	PRJNA231221	SAMN11056380	SRR8984878	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798305.1	633	PRJNA231221	SAMN10228559	SRR8072911	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798305.1	633	PRJNA231221	SAMN10228559	SRR8072912	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798305.1	633	PRJNA231221	SAMN10228559	SRR8072913	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798285.1	633	PRJNA231221	SAMN10228563	SRR8072920	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798285.1	633	PRJNA231221	SAMN10228563	SRR8072921	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798445.1	633	PRJNA231221	SAMN10228560	SRR8072914	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_002554645.1	633	PRJNA231221	SAMN07312460	SRR5878929	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798285.1	633	PRJNA231221	SAMN10228563	SRR8072922	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003546905.1	633	PRJNA231221	SAMN06173355	SRR5409207	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798425.1	633	PRJNA231221	SAMN10228561	SRR8283089	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798425.1	633	PRJNA231221	SAMN10228561	SRR8283090	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798425.1	633	PRJNA231221	SAMN10228561	SRR8283091	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_002554645.1	633	PRJNA231221	SAMN07312460	SRR5878928	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798405.1	633	PRJNA231221	SAMN10228562	SRR8072918	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798405.1	633	PRJNA231221	SAMN10228562	SRR8072919	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798405.1	633	PRJNA231221	SAMN10228562	SRR8072917	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798385.1	633	PRJNA231221	SAMN10228564	SRR8072924	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798385.1	633	PRJNA231221	SAMN10228564	SRR8072925	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003546905.1	633	PRJNA231221	SAMN06173355	SRR5409206	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pseudotuberculosis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis	GCA_003798385.1	633	PRJNA231221	SAMN10228564	SRR8072923	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia sp. FDAARGOS_228		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia sp. FDAARGOS_230	GCA_002073315.2	1839800	PRJNA231221	SAMN04875565	SRR4273062	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia sp. FDAARGOS_228		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia sp. FDAARGOS_228	GCA_002073315.2	1839800	PRJNA231221	SAMN04875565	SRR4273061	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578735	SRR23696668	SRA	No	PDT001653933.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578747	SRR23696655	SRA	No	PDT001653920.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578733	SRR23696670	SRA	No	PDT001653935.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578742	SRR23696660	SRA	No	PDT001653925.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578745	SRR23696657	SRA	No	PDT001653922.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578743	SRR23696659	SRA	No	PDT001653924.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578741	SRR23696661	SRA	No	PDT001653926.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578748	SRR23696654	SRA	No	PDT001653919.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578746	SRR23696656	SRA	No	PDT001653921.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578661	SRR23696749	SRA	No	PDT001654014.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578744	SRR23696658	SRA	No	PDT001653923.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578712	SRR23696693	SRA	No	PDT001653958.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578716	SRR23696689	SRA	No	PDT001653954.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578714	SRR23696691	SRA	No	PDT001653956.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578718	SRR23696687	SRA	No	PDT001653952.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578719	SRR23696686	SRA	No	PDT001653951.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578715	SRR23696690	SRA	No	PDT001653955.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578717	SRR23696688	SRA	No	PDT001653953.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578732	SRR23696671	SRA	No	PDT001653936.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578740	SRR23696663	SRA	No	PDT001653928.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578739	SRR23696664	SRA	No	PDT001653929.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578724	SRR23696680	SRA	No	PDT001653945.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578737	SRR23696666	SRA	No	PDT001653931.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578667	SRR23696684	SRA	No	PDT001653949.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578668	SRR23696673	SRA	No	PDT001653938.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578669	SRR23696662	SRA	No	PDT001653927.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578670	SRR23696651	SRA	No	PDT001653916.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578721	SRR23696683	SRA	No	PDT001653948.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578722	SRR23696682	SRA	No	PDT001653947.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578727	SRR23696677	SRA	No	PDT001653942.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578725	SRR23696679	SRA	No	PDT001653944.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578713	SRR23696692	SRA	No	PDT001653957.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578734	SRR23696669	SRA	No	PDT001653934.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578726	SRR23696678	SRA	No	PDT001653943.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578723	SRR23696681	SRA	No		Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578728	SRR23696676	SRA	No	PDT001653941.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578729	SRR23696675	SRA	No	PDT001653940.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
[Candida] auris		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae		498019	PRJNA940794	SAMN33578730	SRR23696674	SRA	No	PDT001653939.1	Multi-drug resistant organism with increased rate of infections beginning in late 2020.	HIVE Lab	ngsQC_HIVE
