organism_name	infraspecific_name	assembled_genome_acc	genome_assembly_id	lineage	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	assembly_file_source	genomic_section	num_chromosomes	num_genes	num_segments 	assembly_gc_content	length	num_of_frameshifts	num_of_stop_codons	genome_coverage	n50 	n75	n90	l50 	l75	ref_genome_acc	query_coverage_against_reference	reference_coverage_against_query	percent_identity_against_reference	percent_reads_unaligned	assembly_level	assembly_score
Salmonella enterica subsp. enterica serovar Bredeney (enterobacteria)	Strain: FDAARGOS_314	NZ_NJEW02000002.1	GCA_002206165.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	134047	ARGOS_000012	v1.4	HIVE2	51975	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/206/165/GCF_002206165.1_ASM220616v2/	Contig				34.66	41532				41532	41532		1	1	NZ_CP014050.2				98.11	Contig	21
Salmonella enterica subsp. enterica serovar Bredeney (enterobacteria)	Strain: FDAARGOS_314	NZ_NJEW02000002.1	GCA_002206165.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	134047	ARGOS_000012	v1.4	HIVE2	51975	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/206/165/GCF_002206165.1_ASM220616v2/	Contig				34.66	41532				41532	41532		1	1	NZ_CP014051.2				98.11	Contig	21
Salmonella enterica subsp. enterica serovar Bredeney (enterobacteria)	Strain: FDAARGOS_314	NZ_NJEW02000003.1	GCA_002206165.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	134047	ARGOS_000012	v1.4	HIVE2	51975	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/206/165/GCF_002206165.1_ASM220616v2/	Contig				49.91	16772				16772	16772		1	1	NZ_CP014050.2				99.84	Contig	21
Salmonella enterica subsp. enterica serovar Bredeney (enterobacteria)	Strain: FDAARGOS_314	NZ_NJEW02000003.1	GCA_002206165.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	134047	ARGOS_000012	v1.4	HIVE2	51975	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/206/165/GCF_002206165.1_ASM220616v2/	Contig				49.91	16772				16772	16772		1	1	NZ_CP014051.2	40	0	94.33	99.84	Contig	24
Salmonella enterica subsp. enterica serovar Bredeney (enterobacteria)	Strain: FDAARGOS_314	NZ_NJEW02000004.1	GCA_002206165.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	134047	ARGOS_000012	v1.4	HIVE2	51975	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/206/165/GCF_002206165.1_ASM220616v2/	Contig				47.77	12641				12641	12641		1	1	NZ_CP014050.2				99.92	Contig	21
Salmonella enterica subsp. enterica serovar Bredeney (enterobacteria)	Strain: FDAARGOS_314	NZ_NJEW02000004.1	GCA_002206165.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	134047	ARGOS_000012	v1.4	HIVE2	51975	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/206/165/GCF_002206165.1_ASM220616v2/	Contig				47.77	12641				12641	12641		1	1	NZ_CP014051.2	85	0	97.87	99.92	Contig	24
Salmonella enterica subsp. enterica serovar Bredeney (enterobacteria)	Strain: FDAARGOS_314	NZ_NJEW02000005.1	GCA_002206165.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	134047	ARGOS_000012	v1.4	HIVE2	51975	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/206/165/GCF_002206165.1_ASM220616v2/	Contig				53	9873				1424	768		3	5	NZ_CP014050.2				99.86	Contig	21
Salmonella enterica subsp. enterica serovar Bredeney (enterobacteria)	Strain: FDAARGOS_314	NZ_NJEW02000005.1	GCA_002206165.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	134047	ARGOS_000012	v1.4	HIVE2	51975	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/206/165/GCF_002206165.1_ASM220616v2/	Contig				53	9873				1424	768		3	5	NZ_CP014051.2	99	0	97.96	99.86	Contig	24
Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1	isolate Wuhan-Hu-1	ARG_000001	ARG_000001	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome coronavirus 2	2697049	ARGOS_000012	v1.4	HIVE2	52482	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/858/895/GCF_009858895.2_ASM985889v3/	Chromosome	1			38.02	29816				29816	29816		1	1	NC_045512.2	100	100	100.00	99.46	Complete Genome	25
Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria)	Strain: FDAARGOS_317	NZ_CP027410.1	GCA_002984285.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	90371	ARGOS_000012	v1.4	HIVE2	52580	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/984/285/GCF_002984285.1_ASM298428v1/	Chromosome	1			52.1	4972718				4972718	4972718		1	1	NZ_CP014051.2	95	98	99.97		Complete Genome	24
Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria)	Strain: FDAARGOS_317	NZ_CP027409.1	GCA_002984285.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	90371	ARGOS_000012	v1.4	HIVE2	52580	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/984/285/GCF_002984285.1_ASM298428v1/	Plasmid				53.56	220137				220137	220137		1	1	NZ_CP014050.2	44	100	99.95		Complete Genome	23
Salmonella enterica subsp. enterica serovar Typhimurium var. 5- (enterobacteria)	Strain: FDAARGOS_318	NZ_NJFE02000001.1	GCA_002206495.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Typhimurium	1620419	ARGOS_000012	v1.4	HIVE2	53431	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/206/495/GCF_002206495.1_ASM220649v2/	contig				50.65	5022901				5022901	5022901		1	1	NZ_CP014051.2	4	0	73.19	98.23	Contig	24
Salmonella enterica subsp. enterica serovar Typhimurium var. 5- (enterobacteria)	Strain: FDAARGOS_318	NZ_NJFE02000001.1	GCA_002206495.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Typhimurium	1620419	ARGOS_000012	v1.4	HIVE2	53431	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/206/495/GCF_002206495.1_ASM220649v2/	contig				50.65	5022901				5022901	5022901		1	1	NZ_CP014050.2	2	1	81.55	98.23	Contig	24
Salmonella enterica subsp. enterica serovar Typhimurium var. 5- (enterobacteria)	Strain: FDAARGOS_318	NZ_NJFE02000002.1	GCA_002206495.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Typhimurium	1620419	ARGOS_000012	v1.4	HIVE2	53431	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/206/495/GCF_002206495.1_ASM220649v2/	contig				52.14	68805				68805	68805		1	1	NZ_CP014051.2	95	98	99.99	3.91	Contig	24
Salmonella enterica subsp. enterica serovar Typhimurium var. 5- (enterobacteria)	Strain: FDAARGOS_318	NZ_NJFE02000002.1	GCA_002206495.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Typhimurium	1620419	ARGOS_000012	v1.4	HIVE2	53431	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/206/495/GCF_002206495.1_ASM220649v2/	contig				52.14	68805				68805	68805		1	1	NZ_CP014050.2				3.91	Contig	21
Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria)	Strain: FDAARGOS_320	NZ_CP027414.1	GCA_002983965.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Typhimurium	1620419	ARGOS_000012	v1.4	HIVE2	53498	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/983/965/GCF_002983965.1_ASM298396v1/	Chromosome	1			52.2	4822237				4822237	4822237		1	1	NZ_CP014051.2	99	98	99.98	8.86	Complete Genome	25
Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria)	Strain: FDAARGOS_320	NZ_CP027415.1	GCA_002983965.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Typhimurium	1620419	ARGOS_000012	v1.4	HIVE2	53498	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/983/965/GCF_002983965.1_ASM298396v1/	Plasmid				50.38	113066				113066	113066		1	1	NZ_CP014050.2	2	2	80.31	96.77	Complete Genome	24
Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria)	Strain: FDAARGOS_320	NZ_CP027413.1	GCA_002983965.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Typhimurium	1620419	ARGOS_000012	v1.4	HIVE2	53498	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/983/965/GCF_002983965.1_ASM298396v1/	Plasmid				53.12	93832				93832	93832		1	1	NZ_CP014050.2	100	99	99.95	97.22	Complete Genome	24
Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria)	Strain: FDAARGOS_320	NZ_CP027416.1	GCA_002983965.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Typhimurium	1620419	ARGOS_000012	v1.4	HIVE2	53498	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/983/965/GCF_002983965.1_ASM298396v1/	Plasmid				47.18	7927				7927	7927		1	1	NZ_CP014050.2				99.91	Complete Genome	21
Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria)	Strain: FDAARGOS_321	NZ_CP022070.1	GCA_002209225.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	90371	ARGOS_000012	v1.4	HIVE2	53641	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/225/GCF_002209225.1_ASM220922v2/	Chromosome	1			52.14	4884508				4884508	4884508		1	1	NZ_CP014051.2	97	98	99.98	94.42	Complete Genome	25
Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria)	Strain: FDAARGOS_321	NZ_CP022071.1	GCA_002209225.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	90371	ARGOS_000012	v1.4	HIVE2	53641	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/225/GCF_002209225.1_ASM220922v2/	Plasmid				53.11	93862				93862	93862		1	1	NZ_CP014050.2	100	99	99.96		Complete Genome	23
Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria)	Strain: FDAARGOS_321	NZ_CP022072.1	GCA_002209225.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	90371	ARGOS_000012	v1.4	HIVE2	53641	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/225/GCF_002209225.1_ASM220922v2/	Plasmid				49.7	42327				42327	42327		1	1	NZ_CP014050.2					Complete Genome	20
Salmonella enterica subsp. enterica serovar Saintpaul (enterobacteria)	Strain: FDAARGOS_373	NZ_CP023512.1	GCA_002386325.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Saintpaul	90105	ARGOS_000012	v1.4	HIVE2	53656	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/386/325/GCF_002386325.1_ASM238632v1/	Chromosome	1			52.17	4838098				4838098	4838098		1	1	NZ_CP014051.2	94	94	99.14	4.33	Complete Genome	25
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_609	NZ_VFAF01000002.1	GCA_006370495.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	28901	ARGOS_000012	v1.4	HIVE2	53671	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/495/GCF_006370495.1_ASM637049v1/	Contig				52.19	4783350				4783350	4783350		1	1	NZ_CP014051.2	95	93	98.84	4.27	Contig	24
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_609	NZ_VFAF01000002.1	GCA_006370495.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	28901	ARGOS_000012	v1.4	HIVE2	53671	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/495/GCF_006370495.1_ASM637049v1/	Contig				52.19	4783350				4783350	4783350		1	1	NZ_CP014050.2				4.27	Contig	21
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_609	NZ_VFAF01000001.1	GCA_006370495.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	28901	ARGOS_000012	v1.4	HIVE2	53671	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/495/GCF_006370495.1_ASM637049v1/	Contig				52.11	49572				49572	49572		1	1	NZ_CP014051.2				98.46	Contig	21
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_609	NZ_VFAF01000001.1	GCA_006370495.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	28901	ARGOS_000012	v1.4	HIVE2	53671	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/495/GCF_006370495.1_ASM637049v1/	Contig				52.11	49572				49572	49572		1	1	NZ_CP014050.2	97	51	99.47	98.46	Contig	24
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_686	NZ_CP050968.1	GCA_012273275.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53672	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/273/275/GCF_012273275.1_ASM1227327v1/	Chromosome	1			52.26	4647334				4647334	4647334		1	1	NZ_CP014051.2	93	88	98.44		Complete Genome	24
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_687	NZ_CP046283.1	GCA_009729975.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53673	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/729/975/GCF_009729975.1_ASM972997v1/	Chromosome	1			52.24	48884738				48884738	48884738		1	1	NZ_CP014051.2	97	98	99.96	11.98	Contig	25
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_687	NZ_CP046282.1	GCA_009729975.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53673	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/729/975/GCF_009729975.1_ASM972997v1/	Plasmid				53.1	94642				94642	94642		1	1	NZ_CP014050.2	99	99	99.98	97.22	Contig	24
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_687	NZ_CP046284.1	GCA_009729975.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53673	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/729/975/GCF_009729975.1_ASM972997v1/	Plasmid				49.74	87018				87018	87018		1	1	NZ_CP014050.2	3	2	81.73	96.52	Contig	24
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_707	NZ_CP046279.1	GCA_009729935.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53674	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/729/935/GCF_009729935.1_ASM972993v1/	Chromosome	1			52.31	4556079				4556079	4556079		1	1	NZ_CP014051.2	94	88	98.18	4.02	Complete Genome	25
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_708	NZ_CP046278.1	GCA_009729915.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53675	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/729/915/GCF_009729915.1_ASM972991v1/	Chromosome	1			52.02	5136727				5136727	5136727		1	1	NZ_CP014051.2	85	90	98.22		Complete Genome	24
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_709	NZ_CP050990.1	GCA_012273475.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53676	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/273/475/GCF_012273475.1_ASM1227347v1/	Chromosome	1			52.12	4745055				4745055	4745055		1	1	NZ_CP014051.2	92	89	98.42		Complete Genome	24
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_709	NZ_CP050989.1	GCA_012273475.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53676	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/273/475/GCF_012273475.1_ASM1227347v1/	Plasmid				50.64	100440				100440	100440		1	1	NZ_CP014050.2	14	15	98.53		Complete Genome	23
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_710	NZ_CP046277.1	GCA_009729895.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53677	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/729/895/GCF_009729895.1_ASM972989v1/	Chromosome	1			52.3	4611029				4611029	4611029		1	1	NZ_CP014051.2	94	90	98.77		Complete Genome	24
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_711	NZ_CP055130.1 (Suppressed)	GCA_013367835.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53678	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/367/835/GCF_013367835.1_ASM1336783v1/	Chromosome	1													NZ_CP014051.2					Anomalous	15
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_711	NZ_CP055131.1 (Suppressed)	GCA_013367835.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53678	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/367/835/GCF_013367835.1_ASM1336783v1/	Plasmid														NZ_CP014050.2					Anomalous	14
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_712 FDAARGOS_712	NZ_CP046291.1	GCA_009730015.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53968	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/015/GCF_009730015.1_ASM973001v1/					52.13	4668186				4668186	4668186		1	1	NZ_CP014051.2	92	89	98.38		Complete Genome	22
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_712 FDAARGOS_712	NZ_CP046291.1	GCA_009730015.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53968	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/015/GCF_009730015.1_ASM973001v1/					52.13	4668186				4668186	4668186		1	1	NZ_CP014050.2	0	0	90.54		Complete Genome	22
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_712 FDAARGOS_712	NZ_CP046292.1	GCA_009730015.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53968	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/015/GCF_009730015.1_ASM973001v1/	Plasmid				38.46	2231				2231	2231		1	1	NZ_CP014051.2					Complete Genome	20
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_712 FDAARGOS_712	NZ_CP046292.1	GCA_009730015.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53968	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/015/GCF_009730015.1_ASM973001v1/	Plasmid				38.46	2231				2231	2231		1	1	NZ_CP014050.2					Complete Genome	20
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_717	NZ_CP054897.1	GCA_013364495.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53975	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/364/495/GCF_013364495.1_ASM1336449v1/	Chromosome	1			52.08	4822365				4822365	4822365		1	1	NZ_CP014051.2	93	91	98.92		Chromosome	24
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_717	NZ_CP054899.1	GCA_013364495.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53975	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/364/495/GCF_013364495.1_ASM1336449v1/	Plasmid				50.56	2579				2579	2579		1	1	NZ_CP014050.2					Chromosome	20
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_717	NZ_CP054900.1	GCA_013364495.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53975	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/364/495/GCF_013364495.1_ASM1336449v1/	Plasmid				51.74	3898				3898	3898		1	1	NZ_CP014050.2					Chromosome	20
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_717	NZ_CP054898.1	GCA_013364495.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	53975	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/364/495/GCF_013364495.1_ASM1336449v1/	Plasmid				51.22	146288				146288	146288		1	1	NZ_CP014050.2	2		80.31		Chromosome	22
Salmonella enterica (enterobacteria)	Strain: FDAARGOS_718	NZ_CP054901.1	GCA_013364515.1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000012	v1.4	HIVE2	54002	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/364/515/GCF_013364515.1_ASM1336451v1/	Chromosome	1			52.26	4667369				4667369	4667369		1	1	NZ_CP014051.2	94	90	98.20		Chromosome	24
