organism_name	infraspecific_name	lineage	genome_assembly_id	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	strain	bioproject	biosample	sra_run_id	ngs_read_file_name	ngs_read_file_source	ngs_gc_content	avg_phred_score	min_read_length	num_reads_unique	pos_outlier_count	avg_read_length	max_read_length	strategy	wgs_accession	instrument	id_method	codon_table	percent_coding	percent_not_coding	density_n_per_read	complexity_percent	non_complex_percent	avg_quality_a	avg_quality_t	avg_quality_g	avg_quality_c	count_a	count_c	count_g	count_t
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_27.fastq	SRA	47.15	10.055	21		183	1790	3922	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.07|0.07|0.07|0.07|0.07|0.07|0.07|0.07|0.07|0.07|0.07|0.21|0.07|0.07|0.07|0.07|0.07|0.07|0.07	0.93|0.93|0.93|0.93|0.93|0.93|0.93|0.93|0.93|0.93|0.93|0.79|0.93|0.93|0.93|0.93|0.93|0.93|0.93	0|1|3	100	0	9.512	10.401	10.077	10.328	7039	5653	6164	6204
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_25.fastq	SRA	46.73	10.287	33		680	1921.6429	5424	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.07|0.07|0.07|0.07|0.07|0.07|0.07|0.07|0.07|0.07|0.07|0.14|0.07|0.07|0.07|0.07|0.07|0.07|0.07	0.93|0.93|0.93|0.93|0.93|0.93|0.93|0.93|0.93|0.93|0.93|0.86|0.93|0.93|0.93|0.93|0.93|0.93|0.93	0|1	100	0	9.747	10.601	10.375	10.499	7453	6100	6473	6877
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_19.fastq	SRA	46.40	9.9138	145		445	2153.6429	6842	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.0|0.0|0.0|0.07|0.0|0.0|0.0|0.0|0.0|0.11|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1.0|1.0|1.0|1.0|1.0|0.93|1.0|1.0|1.0|1.0|1.0|0.89|1.0|1.0|1.0|1.0|1.0|1.0|1.0	0|1	100	0	9.363	10.27	10.032	10.02	16156	13475	14504	16167
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_17.fastq	SRA	46.58	9.5423	17		421	2851.8889	12873	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.03|0.06|0.06|0.06|0.06|0.03|0.06|0.06|0.03|0.03|0.06|0.11|0.03|0.06|0.03|0.03|0.06|0.06|0.03	0.97|0.94|0.94|0.94|0.94|0.97|0.94|0.94|0.97|0.97|0.94|0.89|0.97|0.94|0.97|0.97|0.94|0.94|0.97	0|1|41	97.2	2.8	8.969	9.925	9.572	9.752	27789	23030	24790	27059
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_15.fastq	SRA	46.30	9.4048	60		976	2872.9828	12391	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.03|0.02|0.05|0.05|0.05|0.09|0.05|0.05|0.03|0.03|0.05|0.12|0.07|0.05|0.02|0.03|0.05|0.05|0.03	0.97|0.98|0.95|0.95|0.95|0.91|0.95|0.95|0.97|0.97|0.95|0.88|0.93|0.95|0.98|0.97|0.95|0.95|0.97	0|1|2|5|11	100	0	9.166	9.588	9.285	9.608	45670	37513	39632	43818
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_23.fastq	SRA	46.57	9.8875	26		239	1652.0526	3794	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.05|0.05|0.05|0.05|0.05|0.11|0.05|0.05|0.05|0.05|0.05|0.16|0.05|0.05|0.05|0.05|0.05|0.05|0.05	0.95|0.95|0.95|0.95|0.95|0.89|0.95|0.95|0.95|0.95|0.95|0.84|0.95|0.95|0.95|0.95|0.95|0.95|0.95	0|1	100	0	9.343	10.169	10.001	10.038	8688	7088	7530	8083
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_13.fastq	SRA	45.53	9.3875	3		5232	2901.4844	30235	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.05|0.04|0.07|0.07|0.07|0.13|0.07|0.07|0.05|0.05|0.07|0.16|0.06|0.07|0.06|0.05|0.07|0.07|0.05	0.95|0.96|0.93|0.93|0.93|0.87|0.93|0.93|0.95|0.95|0.93|0.84|0.94|0.93|0.94|0.95|0.93|0.93|0.95	0|1|2|4	99	1	8.911	9.713	9.487	9.46	150633	118985	134642	152825
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_21.fastq	SRA	46.56	9.9415	5		94	1689	3523	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.04|0.04|0.13|0.13|0.13|0.09|0.13|0.13|0.04|0.04|0.13|0.17|0.04|0.13|0.04|0.04|0.13|0.13|0.04	0.96|0.96|0.87|0.87|0.87|0.91|0.87|0.87|0.96|0.96|0.87|0.83|0.96|0.87|0.96|0.96|0.87|0.87|0.96	0|1|3|53	95.7	4.3	9.481	10.234	9.994	10.096	10516	8756	9331	10244
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_11.fastq	SRA	46.23	10.0006	11		370	3559.3817	19890	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.03|0.02|0.05|0.05|0.05|0.08|0.05|0.05|0.03|0.03|0.05|0.15|0.05|0.05|0.03|0.03|0.05|0.05|0.03	0.97|0.98|0.95|0.95|0.95|0.92|0.95|0.95|0.97|0.97|0.95|0.85|0.95|0.95|0.97|0.97|0.95|0.95|0.97	0|1|2|3|4|7|8|11|12	99.7	0.3	9.555	10.27	10.158	10.038	1009921	837042	908925	1020616
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_14.fastq	SRA	51.28	4.1923	24		56	78	127	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0	38	100	0	5.444	4.15	1.438	5.125	18	24	16	20
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_12.fastq	SRA	58.33		12		3	12	12	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	0	0	100	5	10.75	0	6	1	7	0	4
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_6.fastq	SRA	47.06	7.6176	16		9	34	38	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	10	100	0	5.769	13.4	6.2	9.167	13	6	10	5
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_9.fastq	SRA	46.40	9.9777	1		912	4647.4234	32768	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.02|0.02|0.03|0.03|0.03|0.05|0.03|0.03|0.02|0.02|0.03|0.1|0.02|0.03|0.01|0.02|0.03|0.03|0.02	0.98|0.98|0.97|0.97|0.97|0.95|0.97|0.97|0.98|0.98|0.97|0.9|0.98|0.97|0.99|0.98|0.97|0.97|0.98	0|1|2|3|4|5|6|7|8|9|12	99.9	0.1	9.519	10.263	10.13	10.015	5128323	4254742	4657784	5169093
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_7.fastq	SRA	46.42	9.9536	3		40	6062.3955	32768	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.01|0.01|0.02|0.02|0.02|0.03|0.02|0.02|0.01|0.01|0.02|0.06|0.01|0.02|0.01|0.01|0.02|0.02|0.01	0.99|0.99|0.98|0.98|0.98|0.97|0.98|0.98|0.99|0.99|0.98|0.94|0.99|0.98|0.99|0.99|0.98|0.98|0.99	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|20|23|24|25|26|46	99.8	0.2	9.49	10.224	10.107	10.008	18691129	15589183	16955465	18873899
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_5.fastq	SRA	46.50	9.6502	3		2	8001.0915	32768	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.01|0.01|0.01|0.01|0.01|0.02|0.01|0.01|0.01|0.01|0.01|0.04|0.01|0.01|0.01|0.01|0.01|0.01|0.01	0.99|0.99|0.99|0.99|0.99|0.98|0.99|0.99|0.99|0.99|0.99|0.96|0.99|0.99|0.99|0.99|0.99|0.99|0.99	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|26|29|30|31|32|33|36|42|44|56|68|86	99.8	0.2	9.2	9.929	9.77	9.709	52880133	44035894	48484267	53546820
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_3.fastq	SRA	46.56	9.1157	1		0	9083.8744	32768	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.01|0.01|0.01|0.01|0.01|0.02|0.01|0.01|0.01|0.01|0.01|0.04|0.01|0.01|0.01|0.01|0.01|0.01|0.01	0.99|0.99|0.99|0.99|0.99|0.98|0.99|0.99|0.99|0.99|0.99|0.96|0.99|0.99|0.99|0.99|0.99|0.99|0.99	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|55|56|57|58|59|60|64|66|72|74|75|79	99.7	0.3	8.678	9.372	9.168	9.203	149670444	124572816	139332883	153236060
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	ARGOS_000019	v1.4	HIVE2	53495	FDAARGOS_418	PRJNA231221	SAMN07312462	SRR5879186	SRR5879186_1.fastq	SRA	46.99	7.5671	11		456	15755.651	32768	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.08|0.08|0.09|0.09|0.09|0.12|0.09|0.09|0.08|0.08|0.09|0.14|0.08|0.09|0.07|0.08|0.09|0.09|0.08	0.92|0.92|0.91|0.91|0.91|0.88|0.91|0.91|0.92|0.92|0.91|0.86|0.92|0.91|0.93|0.92|0.91|0.91|0.92	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|100	90.8	9.2	7.146	7.785	7.439	7.628	620043486	520045901	613010275	658411963
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591095.1	29484	ARGOS_000019	v1.4	HIVE2	53496	FDAARGOS_417	PRJNA231221	SAMN07312461	SRR5879183	SRR5879183_31.fastq	SRA	44.36	10.0473	275		70	275	275	WGS		PacBio RS	Phenotypic Characterization	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0	1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0	0	100	0	9.678	9.127	10.426	11.164	90	61	61	63
