organism_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method	biosample_score
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA231221	SAMN14384141	FDAARGOS_983		FDAARGOS_983	NA	2019-nCoV/USA-WA1/2020	BEI Resources/American Type and Culture Collection (ATCC)	43849	USA	oropharyngeal swab	not applicable	FDA:FDAARGOS_983	Homo sapiens		Isolated from clinical sample from the first case of nCov in US from Washington State	COVID-19						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA726840	SAMN18976040			SARS-CoV-2/Philippines/AFRIMS-COVID53909	NA	COVID53909	AFRIMS	44277	Philippines:Taguig City	nasopharyngeal swab			Homo sapiens			Coronavirus disease 2019 (COVID-19)						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA726840	SAMN18976043			SARS-CoV-2/Philippines/AFRIMS-COVID58228	NA	COVID58228	AFRIMS	44293	Philippines:Navotas City	nasopharyngeal swab			Homo sapiens			Coronavirus disease 2019 (COVID-19)						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA726840	SAMN18976044			SARS-CoV-2/Philippines/AFRIMS-COVID58236	NA	COVID58236	AFRIMS	44293	Philippines:Paco, Manila City	nasopharyngeal swab			Homo sapiens			Coronavirus disease 2019 (COVID-19)						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA726840	SAMN18976036			SARS-CoV-2/Philippines/AFRIMS-COVID51005	NA	COVID51005	AFRIMS	44267	Philippines:Quezon City	nasopharyngeal swab			Homo sapiens			Coronavirus disease 2019 (COVID-19)						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA726840	SAMN18976037			SARS-CoV-2/Philippines/AFRIMS-COVID52511	NA	COVID52511	AFRIMS	44273	Philippines:Pasay City	nasopharyngeal swab			Homo sapiens			Coronavirus disease 2019 (COVID-19)						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA726840	SAMN18976046			SARS-CoV-2/Philippines/AFRIMS-COVID58620	NA	COVID58620	AFRIMS	44294	Philippines:Indang, Cavite, CALABARZON	nasopharyngeal swab			Homo sapiens			Coronavirus disease 2019 (COVID-19)						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA726840	SAMN18976038			SARS-CoV-2/Philippines/AFRIMS-COVID53359	NA	COVID53359	AFRIMS	44275	Philippines:Taguig City	nasopharyngeal swab			Homo sapiens			Coronavirus disease 2019 (COVID-19)						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA726840	SAMN18976039			SARS-CoV-2/Philippines/AFRIMS-COVID53656	NA	COVID53656	AFRIMS	44277	Philippines:Taguig City	nasopharyngeal swab			Homo sapiens			Coronavirus disease 2019 (COVID-19)						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA726840	SAMN18976041			SARS-CoV-2/Philippines/AFRIMS-COVID55604	NA	COVID55604	AFRIMS	44281	Philippines:Tanay, Rizal, CALABARZON	nasopharyngeal swab			Homo sapiens			Coronavirus disease 2019 (COVID-19)						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA726840	SAMN18976042			SARS-CoV-2/Philippines/AFRIMS-COVID56628	NA	COVID56628	AFRIMS	44284	Philippines:Tanay, Rizal, CALABARZON	nasopharyngeal swab			Homo sapiens			Coronavirus disease 2019 (COVID-19)						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA726840	SAMN18976045			SARS-CoV-2/Philippines/AFRIMS-COVID58693	NA	COVID58693	AFRIMS	44294	Philippines:Caloocan City	nasopharyngeal swab			Homo sapiens			Coronavirus disease 2019 (COVID-19)						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA729484	SAMN19117401			LACENBA49	NA	BA49	Central Public Health Laboratory of Bahia	44222	Brazil: Salvador, Bahia	nasopharyngeal swab			Homo sapiens			COVID-19						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA729484	SAMN19117402			LACENBA50	NA	BA50	Central Public Health Laboratory of Bahia	44222	Brazil: Salvador, Bahia	nasopharyngeal swab			Homo sapiens			COVID-19						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA729484	SAMN19117403			LACENBA51	NA	BA51	Central Public Health Laboratory of Bahia	44222	Brazil: Salvador, Bahia	nasopharyngeal swab			Homo sapiens			COVID-19						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA729484	SAMN19117406			LACENBA54	NA	BA54	Central Public Health Laboratory of Bahia	44219	Brazil: Irece, Bahia	nasopharyngeal swab			Homo sapiens			COVID-19						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA729484	SAMN19117408			LACENBA53	NA	BA56	Central Public Health Laboratory of Bahia	44219	Brazil: Joao Dourado, Bahia	nasopharyngeal swab			Homo sapiens			COVID-19						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA729484	SAMN19117404			LACENBA52	NA	BA52	Central Public Health Laboratory of Bahia	44222	Brazil: Salvador, Bahia	nasopharyngeal swab			Homo sapiens			COVID-19						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA729484	SAMN19117405			LACENBA56	NA	BA53	Central Public Health Laboratory of Bahia	44212	Brazil: Salvador, Bahia	nasopharyngeal swab			Homo sapiens			COVID-19						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA729484	SAMN19117409			LACENBA57	NA	BA57	Sao Rafael Hospital	44219	Brazil: Salvador, Bahia	nasopharyngeal swab			Homo sapiens			COVID-19						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA729484	SAMN19117407			LACENBA55	NA	BA55	Central Public Health Laboratory of Bahia	44219	Brazil: Joao Dourado, Bahia	nasopharyngeal swab			Homo sapiens			COVID-19						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA729484	SAMN19117410			LACENBA58	NA	BA58	Sao Rafael Hospital	44204	Brazil: Salvador, Bahia	nasopharyngeal swab			Homo sapiens			COVID-19						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA729484	SAMN19117411			LACENBA59	NA	BA59	Sao Rafael Hospital	44214	Brazil: Salvador, Bahia	nasopharyngeal swab			Homo sapiens			COVID-19						NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA791622	SAMN24298863				NA	B.1.617.2/Delta isolate																NA
Severe acute respiratory syndrome coronavirus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000020	v1.4	PRJNA791622	SAMN24298862				NA	B.1.1.529/Omicron isolate																NA
Monkeypox virus	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Pokkesviricetes; Chitovirales; Poxviridae; Chordopoxvirinae; Orthopoxvirus	10244	ARGOS_000020	v1.4	PRJNA231221	SAMN11078000	FDAARGOS_855		FDAARGOS_855	NA	Monkeypox Virus/USA-2003	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	BEI Isolate	not applicable	FDA:FDAARGOS_855	BEI strain			Monkeypox Virus Disease					RT-PCR and amplicon sequencing	NA
Monkeypox virus	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Pokkesviricetes; Chitovirales; Poxviridae; Chordopoxvirinae; Orthopoxvirus	10244	ARGOS_000020	v1.4	PRJNA231221	SAMN11077999	FDAARGOS_854		FDAARGOS_854	NA	Monkeypox Virus/WRAIR 7-61	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	scab from female monkey (Macaca fascicularis)	not applicable	FDA:FDAARGOS_854	BEI strain			Monkeypox Virus Disease					RT-PCR and amplicon sequencing	NA
Sudan ebolavirus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186540	ARGOS_000020	v1.4	PRJNA231221	SAMN07796366	FDAARGOS_484		FDAARGOS_484	NA	Ebola virus/H.sapiens-tc/Sudan/1976/Boniface-R4142L	USAMRIID < CDC	1976	Sudan	blood	Not Applicable	FDA:FDAARGOS_484	Homo sapiens	Missing	Missing	Ebola Virus Disease	Fatal case	Missing	Missing	Missing	RT-PCR and amplicon sequencing	NA
Sudan ebolavirus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186540	ARGOS_000020	v1.4	PRJNA231221	SAMN07796366	FDAARGOS_484		FDAARGOS_484	NA	Ebola virus/H.sapiens-tc/Sudan/1976/Boniface-R4142L	USAMRIID < CDC	1976	Sudan	blood	Not Applicable	FDA:FDAARGOS_484	Homo sapiens	Missing	Missing	Ebola Virus Disease	Fatal case	Missing	Missing	Missing	RT-PCR and amplicon sequencing	NA
Sudan ebolavirus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186540	ARGOS_000020	v1.4	PRJNA231221	SAMN07796366	FDAARGOS_484		FDAARGOS_484	NA	Ebola virus/H.sapiens-tc/Sudan/1976/Boniface-R4142L	USAMRIID < CDC	1976	Sudan	blood	Not Applicable	FDA:FDAARGOS_484	Homo sapiens	Missing	Missing	Ebola Virus Disease	Fatal case	Missing	Missing	Missing	RT-PCR and amplicon sequencing	NA
Sudan ebolavirus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186540	ARGOS_000020	v1.4	PRJNA231221	SAMN07796352	FDAARGOS_470		FDAARGOS_470	NA	Ebola virus/H.sapiens-tc/Sudan/2004/Yambio-HCM/SAV/017	Public Health England (PHE) < CDC	2004	Sudan:Yambio	blood	Not Applicable	FDA:FDAARGOS_470	Homo sapiens	Missing	Missing	Ebola Virus Disease	Fatal case	Missing	Missing	Missing	real-time PCR, EM, deep sequencing	NA
Sudan ebolavirus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186540	ARGOS_000020	v1.4	PRJNA231221	SAMN07796352	FDAARGOS_470		FDAARGOS_470	NA	Ebola virus/H.sapiens-tc/Sudan/2004/Yambio-HCM/SAV/017	Public Health England (PHE) < CDC	2004	Sudan:Yambio	blood	Not Applicable	FDA:FDAARGOS_470	Homo sapiens	Missing	Missing	Ebola Virus Disease	Fatal case	Missing	Missing	Missing	real-time PCR, EM, deep sequencing	NA
Sudan ebolavirus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186540	ARGOS_000020	v1.4	PRJNA231221	SAMN16357612	FDAARGOS_1167		FDAARGOS_1167	NA	Sudan ebolavirus/IRF0207_SUDV_GULU	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1167	IRF strain			Ebola Virus Disease						NA
Sudan ebolavirus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186540	ARGOS_000020	v1.4	PRJNA231221	SAMN16357612	FDAARGOS_1167		FDAARGOS_1167	NA	Sudan ebolavirus/IRF0207_SUDV_GULU	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1167	IRF strain			Ebola Virus Disease						NA
Sudan ebolavirus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186540	ARGOS_000020	v1.4	PRJNA231221	SAMN16357612	FDAARGOS_1167		FDAARGOS_1167	NA	Sudan ebolavirus/IRF0207_SUDV_GULU	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1167	IRF strain			Ebola Virus Disease						NA
Sudan ebolavirus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186540	ARGOS_000020	v1.4	PRJNA231221	SAMN07796351	FDAARGOS_469		FDAARGOS_469	NA	Ebola virus/H.sapiens-tc/Uganda/2000/Gulu-200011676	Public Health England (PHE) < CDC	2000	Uganda:Gulu	post mortem sample	Not Applicable	FDA:FDAARGOS_469	Homo sapiens	35Y	Missing	Ebola Virus Disease	Fatal case	Missing	Missing	male	real-time PCR, EM, deep sequencing	NA
Sudan ebolavirus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186540	ARGOS_000020	v1.4	PRJNA231221	SAMN07796351	FDAARGOS_469		FDAARGOS_469	NA	Ebola virus/H.sapiens-tc/Uganda/2000/Gulu-200011676	Public Health England (PHE) < CDC	2000	Uganda:Gulu	post mortem sample	Not Applicable	FDA:FDAARGOS_469	Homo sapiens	35Y	Missing	Ebola Virus Disease	Fatal case	Missing	Missing	male	real-time PCR, EM, deep sequencing	NA
Yersinia enterocolitica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000020	v1.4	PRJNA231221	SAMN16357259	FDAARGOS_1090	GCA_016727905.1	FDAARGOS_1090	NA	Not applicable	Paul Ehrlich Institut	Unknown	Germany:Langen	missing	Not applicable	PEI:PEI-A-105	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Yersinia enterocolitica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000020	v1.4	PRJNA231221	SAMN16357259	FDAARGOS_1090	GCA_016727905.1	FDAARGOS_1090	NA	Not applicable	Paul Ehrlich Institut	Unknown	Germany:Langen	missing	Not applicable	PEI:PEI-A-105	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Yersinia enterocolitica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000020	v1.4	PRJNA231221	SAMN16357251	FDAARGOS_1082	GCA_016727765.1	FDAARGOS_1082	NA	Not applicable	Paul Ehrlich Institut	Unknown	Germany:Langen	missing	Not applicable	PEI:PEI-A-176	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Yersinia enterocolitica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000020	v1.4	PRJNA231221	SAMN16357251	FDAARGOS_1082	GCA_016727765.1	FDAARGOS_1082	NA	Not applicable	Paul Ehrlich Institut	Unknown	Germany:Langen	missing	Not applicable	PEI:PEI-A-176	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Yersinia enterocolitica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000020	v1.4	PRJNA231221	SAMN06173370	FDAARGOS_357	GCA_002554625.2	FDAARGOS_357	NA	Not Applicable	USAMRIID	Missing	Missing	liver tissue	Not Applicable	FDA:FDAARGOS_357	Wildlife	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Phenotypic characterization	NA
Yersinia enterocolitica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000020	v1.4	PRJNA231221	SAMN06173370	FDAARGOS_357	GCA_002554625.2	FDAARGOS_357	NA	Not Applicable	USAMRIID	Missing	Missing	liver tissue	Not Applicable	FDA:FDAARGOS_357	Wildlife	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Phenotypic characterization	NA
Yersinia enterocolitica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000020	v1.4	PRJNA231221	SAMN04875561	FDAARGOS_224	GCA_002083295.2	FDAARGOS_224	NA	Not Applicable	USAMRIID	1970	USA:MD	animal tissue	Not Applicable	FDA:FDAARGOS_224	Monkey	Not Applicable	Not Applicable	Not Applicable	Missing	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	NA
