organism_name	infraspecific_name	lineage	genome_assembly_id	taxonomy_id	sra_run_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	bioproject	biosample	strain	ngs_read_file_name	ngs_read_file_source	ngs_gc_content	n_content	avg_phred_score	avg_read_length	max_read_length	min_read_length	num_reads_unique	pos_outlier_count	codon_table	percent_coding	percent_not_coding	density_n_per_read	complexity_percent	non_complex_percent	avg_quality_a	avg_quality_t	avg_quality_g	avg_quality_c	count_a	count_t	count_g	count_c	count_n	instrument	id_method	wgs_accession	strategy	ngs_score
Escherichia coli	EcGH0720	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	NA	562	SRR13182988	ARGOS_000009	v1.4	PACBIO_SMRT	PL100141758-1_S54024R1_20200207_B01_bc1020-bc1020_experiment	PRJNA231221	SRS7822817	FDAARGOS_1262	SRR13182988	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13182988/SRR13182988	49.81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.69E+08	6.08E+08	5.78E+08	5.90E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Mycobacterium intracellulare		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC)	NA	1767	SRR17122011	ARGOS_000009	v1.4	ILLUMINA	IL100206127_A00904_20210930_L4_experiment	PRJNA231221	SRS11215936	FDAARGOS_1612	SRR17122011	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR17122011/SRR17122011	67.34	0.002001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07E+09	1.06E+09	2.18E+09	2.20E+09	130048	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Citrobacter amalonaticus	DSM 4593	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter	NA	35703	SRR16249247	ARGOS_000009	v1.4	ILLUMINA	IL100165817_A00904_20210209_L2_experiment	PRJNA231221	SRS10489270	FDAARGOS_1489	SRR16249247	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR16249247/SRR16249247	53.56	0.001235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07E+09	1.06E+09	1.23E+09	1.23E+09	56803	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Gemella morbillorum	DSM 20572	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillales incertae sedis; Bacillales Family XI. Incertae Sedis; Gemella	NA	29391	SRR16251408	ARGOS_000009	v1.4	ILLUMINA	IL100165798_A00904_20210209_L2_experiment	PRJNA231221	SRS10490073	FDAARGOS_1501	SRR16251408	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR16251408/SRR16251408	31.07	0.001235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42E+09	1.41E+09	6.40E+08	6.36E+08	50731	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Clostridioides difficile	DSM 102978	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	NA	1496	SRR16259732	ARGOS_000009	v1.4	ILLUMINA	IL100186121_A00904_20210610_L1_experiment	PRJNA231221	SRS10498364	FDAARGOS_1469	SRR16259732	https://storage.googleapis.com/nih-sequence-read-arc/run/SRR16259732/SRR16259732	30.04	0.000537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17E+09	1.16E+09	5.04E+08	5.00E+08	17959	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Bacillus cereus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	NA	1396	SRR9641612	ARGOS_000009	v1.4	PACBIO_SMRT	PL100098889-2_S54024R1_20180803_D01_experiment	PRJNA231221	SRS5061479	FDAARGOS_781	SRR9641612	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9641612/SRR9641612	39.23	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29E+08	1.29E+08	82825797	83973789	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Burkholderia cenocepacia		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex	NA	95486	SRR9176597	ARGOS_000009	v1.4	PACBIO_SMRT	PL100090546-1_RS42150_20170816_D01-1_experiment	PRJNA231221	SRS4860284	FDAARGOS_734	SRR9176597	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9176597/SRR9176597	63.23	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.50E+08	2.55E+08	4.63E+08	4.05E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Prevotella nigrescens	DSM 13386	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	NA	28133	SRR16263451	ARGOS_000009	v1.4	ILLUMINA	IL100186148_A00904_20210610_L1_experiment	PRJNA231221	SRS10502031	FDAARGOS_1486	SRR16263451	https://storage.googleapis.com/nih-sequence-read-arc/run/SRR16263451/SRR16263451	42.83	0.000539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46E+09	1.45E+09	1.10E+09	1.09E+09	27501	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Aeromonas sp. FDAARGOS 1408	A603084	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	NA	2778057	SRR15079693	ARGOS_000009	v1.4	PACBIO_SMRT	PL100156877-1_S64049_20200618_D01_bc1021-bc1021_experiment	PRJNA231221	SRS9433027	FDAARGOS 1408	SRR15079693	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR15079693/SRR15079693	59.85	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.31E+08	4.01E+08	5.86E+08	6.54E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Salmonella enterica		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	NA	28901	SRR9172097	ARGOS_000009	v1.4	ILLUMINA	IL100090610_K00134_20170711_L7_experiment	PRJNA231221	SRS4857036	FDAARGOS_710	SRR9172097	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9172097/SRR9172097	52.8	0.00938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.20E+08	3.19E+08	3.43E+08	3.71E+08	126883	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Anaerococcus vaginalis	DSM 25446	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus	NA	33037	SRR12826228	ARGOS_000009	v1.4	ILLUMINA	IL100115795_K00134_20181221_L2_experiment	PRJNA231221	SRS7520179	FDAARGOS_989	SRR12826228	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12826228/SRR12826228	30.57	0.01222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32E+09	1.32E+09	5.81E+08	5.83E+08	465510	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Vibrio harveyi	LMG 4044	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	669	SRR2817465	ARGOS_000009	v1.4	PACBIO_SMRT	PL100045833-1_RS42150_20140725_F01-2_experiment	PRJNA231221	SRS1134760	FDAARGOS_109	SRR2817465	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2817465/SRR2817465	47.55	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.74E+08	2.81E+08	2.53E+08	3.40E+08	0	PACBIO_SMRT	16S and MLST	NA	WGS	NA
Listeria monocytogenes	ATCC 19115	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Listeriaceae; Listeria	NA	1639	SRR9641606	ARGOS_000009	v1.4	ILLUMINA	IL100097522_K00134_20180117_L7_experiment	PRJNA231221	SRS5061478	FDAARGOS_778	SRR9641606	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9641606/SRR9641606	38.53	0.044959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15E+09	1.15E+09	7.15E+08	7.26E+08	1681177	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Capnocytophaga sp. FDAARGOS_737	strain F0087	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; unclassified Capnocytophaga	NA	2545799	SRR9176583	ARGOS_000009	v1.4	ILLUMINA	IL100091433_K00134_20170822_L3_experiment	PRJNA231221	SRS4860279	FDAARGOS_737	SRR9176583	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9176583/SRR9176583	39.76	0.019452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.29E+08	8.29E+08	5.48E+08	5.46E+08	535309	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Aeromonas caviae	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	NA	648	SRR1609074	ARGOS_000009	v1.4	ILLUMINA	IL100043682_SN180_20140313_L7_experiment	PRJNA231221	SRS719068	FDAARGOS_75	SRR1609074	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1609074/SRR1609074	61.12	0.041709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.34E+08	4.34E+08	6.83E+08	6.84E+08	932798	ILLUMINA	phenotypic identification	NA	WGS	NA
Parabacteroides johnsonii	C3	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	NA	387661	SRR17133875	ARGOS_000009	v1.4	PACBIO_SMRT	PL100189196-1_S64049_20210806_D01_bc1018-bc1018_experiment	PRJNA231221	SRS11226375	FDAARGOS_1580	SRR17133875	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR17133875/SRR17133875	44.41	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59E+09	2.45E+09	2.01E+09	2.02E+09	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Phocaeicola vulgatus	DSM 28735	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Phocaeicola	NA	821	SRR12935268	ARGOS_000009	v1.4	PACBIO_SMRT	PL100132577-1_RS42150_20190819_B01-1_experiment	PRJNA231221	SRS7616984	FDAARGOS_1099	SRR12935268	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12935268/SRR12935268	41.85	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89E+08	2.12E+08	1.53E+08	1.36E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Escherichia coli	EcLA0170	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	NA	562	SRR13182787	ARGOS_000009	v1.4	ILLUMINA	IL100148020_K00134_20191220_L3_experiment	PRJNA231221	SRS7822664	FDAARGOS_1254	SRR13182787	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13182787/SRR13182787	50.77	0.011168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.73E+08	6.47E+08	6.85E+08	6.76E+08	299357	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Vibrio parahaemolyticus	K1198	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	670	SRR1950242	ARGOS_000009	v1.4	PACBIO_SMRT	PL100041753-1_RS42150_20140305_A02-1_experiment	PRJNA231221	SRS891667	FDAARGOS_53	SRR1950242	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1950242/SRR1950242	50.58	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15E+08	1.86E+08	1.92E+08	2.19E+08	0	PACBIO_SMRT	phenotypic identification	NA	WGS	NA
Acinetobacter variabilis	DSM 102977	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter	NA	70346	SRR16249284	ARGOS_000009	v1.4	PACBIO_SMRT	PL100164144-1_S54024R1_20210427_B01_bc1017-bc1017_experiment	PRJNA231221	SRS10489303	FDAARGOS_1487	SRR16249284	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR16249284/SRR16249284	42.52	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.30E+09	1.38E+09	9.81E+08	1.01E+09	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Streptococcus oralis	DSM 20066	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	NA	1303	SRR12826214	ARGOS_000009	v1.4	ILLUMINA	IL100133865_K00134_20190830_L2_experiment	PRJNA231221	SRS7520173	FDAARGOS_1075	SRR12826214	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12826214/SRR12826214	40.92	0.017258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.51E+08	5.52E+08	3.82E+08	3.82E+08	322281	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Citrobacter koseri	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter	NA	545	SRR5400279	ARGOS_000009	v1.4	ILLUMINA	IL100060477_K00134_20150702_L1_experiment	PRJNA231221	SRS2091281	FDAARGOS_287	SRR5400279	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5400279/SRR5400279	53.59	0.012481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.14E+08	6.10E+08	7.09E+08	7.06E+08	329443	ILLUMINA	Phenotypic identification	NA	WGS	NA
Brevibacterium casei	DSM 20657	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Micrococcales; Brevibacteriaceae; Brevibacterium	NA	33889	SRR12047094	ARGOS_000009	v1.4	PACBIO_SMRT	PL100106874-1_RS42150_20181109_G01-1_experiment	PRJNA231221	SRS6867630	FDAARGOS_936	SRR12047094	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12047094/SRR12047094	61.74	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17E+08	1.28E+08	2.05E+08	1.91E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Aeromonas caviae	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	NA	648	SRR1609060	ARGOS_000009	v1.4	PACBIO_SMRT	PL100041278B-2_RS42150_20140409_C02-1_experiment	PRJNA231221	SRS719060	FDAARGOS_72	SRR1609060	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1609060/SRR1609060	58.98	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04E+08	1.61E+08	2.50E+08	2.75E+08	0	PACBIO_SMRT	phenotypic identification	NA	WGS	NA
Campylobacter jejuni	ATCC BAA-1062D-5; RM 1221	cellular organisms; Bacteria; Pseudomonadota; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	NA	197	SRR5879327	ARGOS_000009	v1.4	PACBIO_SMRT	PL100053945-1_RS42150_20160405_A01-1_experiment	PRJNA231221	SRS2393728	FDAARGOS_421	SRR5879327	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5879327/SRR5879327	31.89	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01E+09	1.06E+09	5.26E+08	4.44E+08	0	PACBIO_SMRT	Culture	NA	WGS	NA
Roseobacter denitrificans	ATCC 33942D-5; Och 114; ATCC type strain; Light induced pigment changes; model organism for aerobic anoxygenic photosynthesis; ATCC 33942D-5; Och 114	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Roseobacter	NA	2434	SRR5449080	ARGOS_000009	v1.4	ILLUMINA	IL100056702_SN7001163_20150618_L8_experiment	PRJNA231221	SRS2125016	FDAARGOS_309	SRR5449080	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5449080/SRR5449080	57.73	0.110195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73991150	74186420	1.01E+08	1.02E+08	387309	ILLUMINA	Culture	NA	WGS	NA
Chryseobacterium sp. FDAARGOS 1104	DSM 5567	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Chryseobacterium group; Chryseobacterium; unclassified Chryseobacterium	NA	2778077	SRR12935485	ARGOS_000009	v1.4	ILLUMINA	IL100139008_K00134_20190912_L7_experiment	PRJNA231221	SRS7616989	FDAARGOS_1104	SRR12935485	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12935485/SRR12935485	35.18	0.010156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.85E+08	6.84E+08	3.72E+08	3.71E+08	214469	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Streptococcus mutans	DSM 6178	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	NA	1309	SRR15076403	ARGOS_000009	v1.4	ILLUMINA	IL100160381_A00904_20201103_L2_experiment	PRJNA231221	SRS9431077	FDAARGOS_1457	SRR15076403	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR15076403/SRR15076403	37.26	0.000696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04E+09	1.03E+09	6.16E+08	6.13E+08	22936	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Mycobacterium ostraviense		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Corynebacteriales; Mycobacteriaceae; Mycobacterium	NA	2738409	SRR17124528	ARGOS_000009	v1.4	ILLUMINA	IL100206138_A00904_20210930_L4_experiment	PRJNA231221	SRS11218451	FDAARGOS_1613	SRR17124528	https://storage.googleapis.com/nih-sequence-read-arc/run/SRR17124528/SRR17124528	65.68	0.001956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13E+09	1.12E+09	2.15E+09	2.16E+09	128432	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus lugdunensis	ATCC 43809; N860297	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	28035	SRR4272616	ARGOS_000009	v1.4	PACBIO_SMRT	PL100049559-1_RS42150_20150220_A01-1_experiment	PRJNA231221	SRS1704499	FDAARGOS_222	SRR4272616	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR4272616/SRR4272616	35.83	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.03E+08	5.77E+08	3.29E+08	3.30E+08	0	PACBIO_SMRT	Phenotypic identification	NA	WGS	NA
Bacillus cereus	PEI-B-P-57	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	NA	1396	SRR12933786	ARGOS_000009	v1.4	PACBIO_SMRT	PL100132265-2_S54024R1_20200506_D01_experiment	PRJNA231221	SRS7616260	FDAARGOS_1084	SRR12933786	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12933786/SRR12933786	36	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.49E+08	1.01E+09	5.47E+08	5.54E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Acinetobacter johnsonii	DSM 30618	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter	NA	40214	SRR12934957	ARGOS_000009	v1.4	ILLUMINA	IL100138796_K00134_20190912_L7_experiment	PRJNA231221	SRS7616809	FDAARGOS_1092	SRR12934957	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12934957/SRR12934957	39.96	0.007505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.45E+08	5.46E+08	3.64E+08	3.62E+08	136368	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Escherichia coli	DSM 9025	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	NA	562	SRR12047137	ARGOS_000009	v1.4	PACBIO_SMRT	PL100106879-1_RS42150_20181116_F01-1_experiment	PRJNA231221	SRS6867667	FDAARGOS_941	SRR12047137	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12047137/SRR12047137	49.29	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09E+08	2.37E+08	2.35E+08	1.99E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus lugdunensis	clinical isolate	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	28035	SRR5871800	ARGOS_000009	v1.4	PACBIO_SMRT	PL100062017-1_RS42150_20151102_E01-1_experiment	PRJNA231221	SRS2387747	FDAARGOS_381	SRR5871800	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5871800/SRR5871800	35.01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.38E+08	8.90E+08	4.93E+08	4.38E+08	0	PACBIO_SMRT	Phenotypic characterization	NA	WGS	NA
Citrobacter koseri	BAA-895D-5	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter	NA	545	SRR12825872	ARGOS_000009	v1.4	ILLUMINA	IL100130876_K00134_20190531_L7_experiment	PRJNA231221	SRS7519886	FDAARGOS_1029	SRR12825872	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12825872/SRR12825872	54.25	0.002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05E+09	1.05E+09	1.24E+09	1.25E+09	130784	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Listeria monocytogenes	near neighbor isolate	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Listeriaceae; Listeria	NA	1639	SRR5427942	ARGOS_000009	v1.4	PACBIO_SMRT	PL100061983-1_RS42150_20150918_C02-1_experiment	PRJNA231221	SRS2108667	FDAARGOS_351	SRR5427942	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5427942/SRR5427942	39.53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.96E+08	8.24E+08	5.70E+08	5.54E+08	0	PACBIO_SMRT	Phenotypic characterization	NA	WGS	NA
Gardnerella vaginalis	ATCC 49145D-5; AmMs 117; Quality control strain for MicroScan products; ATCC 49145D-5; AmMs 117	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Gardnerella	NA	2702	SRR5449043	ARGOS_000009	v1.4	ILLUMINA	IL100056687_SN7001163_20150515_L6_experiment	PRJNA231221	SRS2124992	FDAARGOS_296	SRR5449043	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5449043/SRR5449043	41.23	0.017684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.66E+08	2.68E+08	1.86E+08	1.88E+08	160609	ILLUMINA	Culture	NA	WGS	NA
Streptococcus constellatus	DSM 25819	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group	NA	76860	SRR12825899	ARGOS_000009	v1.4	PACBIO_SMRT	PL100108189-1_RS42150_20190205_G01-1_experiment	PRJNA231221	SRS7519898	FDAARGOS_1015	SRR12825899	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12825899/SRR12825899	37.86	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.83E+08	9.04E+08	5.77E+08	4.50E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Sphingobacterium spiritivorum	DSM 11722	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium	NA	258	SRR12938604	ARGOS_000009	v1.4	ILLUMINA	IL100141175_K00134_20190920_L8_experiment	PRJNA231221	SRS7620186	FDAARGOS_1144	SRR12938604	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12938604/SRR12938604	39.38	0.010835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.07E+08	7.06E+08	4.58E+08	4.59E+08	252514	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Campylobacter rectus	DSM 3260	cellular organisms; Bacteria; Pseudomonadota; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	NA	203	SRR17117121	ARGOS_000009	v1.4	ILLUMINA	IL100188193_A00904_20210630_L1_experiment	PRJNA231221	SRS11211353	FDAARGOS_1549	SRR17117121	https://storage.googleapis.com/nih-sequence-read-arc/run/SRR17117121/SRR17117121	44.8	0.002118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14E+09	1.13E+09	9.24E+08	9.21E+08	87169	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
