organism_name	infraspecific_name	assembled_genome_acc	genome_assembly_id	representative_genome_acc	representative_genome_org	representative_genome_uniprot_acc	lineage	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	assembly_file_source	genomic_section	num_chromosomes	num_genes	assembly_gc_content	length	size_gaps	size_contigs	contig_percentile	contig_momentum	coverage_contigs	cnt_contigs	coverage_gaps	cnt_gaps	gap_percentile	genome_coverage	n50	n75	n90	n95	l50	l75	l90	l95	phred_average	count_major_mutations	count_major_indels	mutation_momentum	indels_momentum	major_mutation_momentum	major_indels_momentum	alignment_anisotropy	overhang_momentum	aligned_momentum	entropic_momentum	reads_unaligned	percent_reads_unaligned	percent_reads_aligned	reads_aligned	assembly_level	rpkm
Clostridium sp. M62/1	M62/1	NZ_CP085989	GCF_020736365.1	GCF_000159055.1	Clostridium sp M62/1.	UP000004936	Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	411486	ARGOS_000089	v1.6	HIVE	283371	NCBI	plasmid unnamed	1	3,682	42.77%	31981	0	31981	100.00%	4391.496	4391.000	1.000	0.000	0.000	0.00%	4391.000	31981	31981	31981	31981	1	1	1	1	25.940924	34	5	0.02606	1.25E-04	0.610318	0.168636	36.923955	5.945212	0.743115	0.835666	1700599	3.34%	5.16%	2628291	Chromosome	1668.5128
Clostridium sp. M62/1	M62/1	NZ_CP085988	GCF_020736365.1	GCF_000159055.1	Clostridium sp M62/1.	UP000004936	Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	411486	ARGOS_000089	v1.6	HIVE	283371	NCBI	chromosome	1	3,682	50.15%	3892014	0	3892014	100.00%	1801.997	1801.000	1.000	0.000	0.000	0.00%	1801.000	3892014	3892014	3892014	3892014	1	1	1	1	25.89037	16	12	0.023429	0.01913	0.662644	0.49305	36.358226	738.937634	0.771292	0.899776	1700599	3.34%	91.50%	46626884	Chromosome	243.226076
Corynebacterium aurimucosum		NZ_CP068164	GCF_016728685.1	GCF_000022905.1	Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CIP 107346 / CN-1) (Corynebacterium nigricans)	UP000002077	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	169292	ARGOS_000089	v1.6	HIVE	283714	NCBI	plasmid unnamed	1	2,682	53.32%	29038	0	29038	100.00%	1036.825	1036.000	1.000	0.000	0.000	0.00%	1036.000	29038	29038	29038	29038	1	1	1	1	35.591329	0	0	0.007617	0.000037	0	0	36.365383	1.558777	0.786173	0.857915	443886	3.29%	2.71%	366617	Complete Genome	966.279751
Corynebacterium aurimucosum		NZ_CP068165	GCF_016728685.1	GCF_000022905.1	Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CIP 107346 / CN-1) (Corynebacterium nigricans)	UP000002077	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	169292	ARGOS_000089	v1.6	HIVE	283714	NCBI	chromosome	1	2,682	60.61%	2800425	0	2800425	100.00%	508.831	508.000	1.000	0.000	0.000	0.00%	508.000	2800425	2800425	2800425	2800425	1	1	1	1	35.69734	2	1	0.006252	0.003629	0.74	0.701923	36.324213	90.74713	0.868417	0.939819	443886	3.29%	94.00%	12699394	Complete Genome	347.069166
Corynebacterium bovis		NZ_CP066068	GCF_016128075.1	GCF_003932385.1	Corynebacterium bovis	UP000278422	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	36808	ARGOS_000089	v1.6	HIVE	283712	NCBI	plasmid unnamed	1	2,228	66.56%	51655	0	51655	100.00%	1261.579	1261.000	1.000	0.000	0.000	0.00%	1261.000	51655	51655	51655	51655	1	1	1	1	31.46111	0	0	0.014628	0.000078	0	0	36.517898	2.978297	0.818161	0.903013	811223	6.94%	6.23%	727156	Complete Genome	1295.04936
Corynebacterium bovis		NZ_CP066067	GCF_016128075.1	GCF_003932385.1	Corynebacterium bovis	UP000278422	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	36808	ARGOS_000089	v1.6	HIVE	283712	NCBI	chromosome	1	2,228	73.03%	2600540	0	2600540	100.00%	413.742	413.000	1.000	0.000	0.000	0.00%	413.000	2600540	2600540	2600540	2600540	1	1	1	1	30.695807	3	196	0.012519	7.50E-03	0.904967	0.628475	37.23149	185.669995	0.901033	0.893974	811223	6.94%	86.83%	10142828	Complete Genome	358.811718
Corynebacterium aurimucosum		NZ_CP068167	GCF_016728705.1	GCF_000022905.1	Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CIP 107346 / CN-1) (Corynebacterium nigricans)	UP000002077	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	169292	ARGOS_000089	v1.6	HIVE	283670	NCBI	plasmid unnamed	1	2,585	53.98%	20681	0	20681	100.00%	783.451	783.000	1.000	0.000	0.000	0.00%	783.000	20681	20681	20681	20681	1	1	1	1	32.582771	0	0	0.009592	0.000039	0	0	36.406363	1.912769	0.709606	0.759844	304495	2.31%	1.39%	183355	Complete Genome	687.206317
Corynebacterium aurimucosum		NZ_CP068166	GCF_016728705.1	GCF_000022905.1	Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CIP 107346 / CN-1) (Corynebacterium nigricans)	UP000002077	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	169292	ARGOS_000089	v1.6	HIVE	283670	NCBI	chromosome	1	2,585	60.35%	2717106	0	2717106	100.00%	607.410	607.000	1.000	0.000	0.000	0.00%	607.000	2717106	2717106	2717106	2717106	1	1	1	1	26.818914	0	0	0.012052	0.010754	0	0	36.320528	390.318463	0.725863	0.91127	304495	2.31%	96.31%	12717963	Complete Genome	362.808034
Corynebacterium coyleae		NZ_CP083648	GCF_020097655.1				Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	53374	ARGOS_000089	v1.6	HIVE	283716	NCBI	chromosome	1	2,487	61.19%	2582814	500	2582314	99.98%	950.728	950.000	1.000	0.000	1.000	0.02%	950.000	2582314	2582314	2582314	2582314	1	1	1	1	28.390806	2	5	0.009636	7.72E-03	1	0.912714	36.350617	353.553471	0.699126	0.907798	308523	1.06%	98.94%	28915581	Complete Genome	387.174609
Corynebacterium coyleae		NZ_CP077302	GCF_019048165.1				Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	53374	ARGOS_000089	v1.6	HIVE	283718	NCBI	chromosome	1	2,426	61.39%	2510261	0	2510261	100.00%	1367.443	1367.000	1.000	0.000	0.000	0.00%	1367.000	2510261	2510261	2510261	2510261	1	1	1	1	21.941982	0	0	0.018382	0.016487	0	0	36.32601	746.794416	0.762413	0.901359	366838	1.35%	98.65%	26722681	Complete Genome	398.364951
[Haemophilus] ducreyi		NZ_CP022037	GCF_002208665.2	GCF_000007945.1	Haemophilus ducreyi (strain 35000HP / ATCC 700724)	UP000001022	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	730	ARGOS_000089	v1.6	HIVE	279811	NCBI	chromosome	1	1,698	38.22%	1701311	0	1701311	100.00%	439.582	439.000	1.000	0.000	0.000	0.00%	439.000	1701311	1701311	1701311	1701311	1	1	1	1	28.371217	2	1	0.009175	9.38E-03	0.61785	0.522727	36.40323	443.561702	0.740293	0.919354	377485	3.56%	96.44%	10237074	Complete Genome	587.78201
Abiotrophia defectiva		NZ_CP053988	GCF_013267415.1	GCF_000160075.2	Abiotrophia defectiva ATCC 49176	UP000019050	Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Abiotrophia	46125	ARGOS_000089	v1.6	HIVE	279815	NCBI	chromosome	1	1,899	47.00%	2046826	0	2046826	100.00%	816.414	816.000	1.000	0.000	0.000	0.00%	816.000	2046826	2046826	2046826	2046826	1	1	1	1	32.193941	0	0	0.009132	0.008211	0	0	36.325705	544.168799	0.696818	0.922302	646200	3.63%	96.37%	17167624	Complete Genome	488.561314
Achromobacter insolitus		NZ_CP026974	GCF_000783435.2	GCF_000165835.1	Achromobacter xylosoxidans (strain A8)	UP000006876	Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter	217204	ARGOS_000089	v1.6	HIVE	279828	NCBI	plasmid unnamed1	1	6,455	61.74%	369152	0	369152	100.00%	196.432	196.000	1.000	0.000	0.000	0.00%	196.000	369152	369152	369152	369152	1	1	1	1	27.565376	0	0	0.010531	0.000374	0	0	36.445711	4.565879	0.876796	0.916702	874600	7.00%	5.44%	680240	Complete Genome	158.579402
Achromobacter insolitus		NZ_CP026973	GCF_000783435.2	GCF_000165835.1	Achromobacter xylosoxidans (strain A8)	UP000006876	Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter	217204	ARGOS_000089	v1.6	HIVE	279828	NCBI	chromosome	1	6,455	65.14%	6523893	0	6523893	100.00%	161.208	161.000	1.000	0.000	0.000	0.00%	161.000	6523893	6523893	6523893	6523893	1	1	1	1	29.45443	4	4	0.007547	2.48E-03	0.8529	0.663416	36.431689	23.069164	0.926488	0.917355	874600	7.00%	87.56%	10939868	Complete Genome	144.309555
Acidaminococcus fermentans		NZ_CP085936	GCF_020735645.1	GCF_000025305.1	Acidaminococcus fermentans (strain ATCC 25085 / DSM 20731 / CCUG 9996 / CIP 106432 / VR4)	UP000001902	Bacteria; Bacillati; Bacillota; Negativicutes; Acidaminococcales; Acidaminococcaceae; Acidaminococcus	591001	ARGOS_000089	v1.6	HIVE	279830	NCBI	chromosome	1	2,203	55.84%	2333188	0	2333188	100.00%	2208.157	2208.000	1.000	0.000	0.000	0.00%	2208.000	2333188	2333188	2333188	2333188	1	1	1	1	22.263912	0	0	0.021874	0.015838	0	0	36.37095	610.883511	0.769763	0.866345	1065427	2.16%	97.84%	48204113	Complete Genome	428.598124
Acinetobacter nosocomialis		NZ_CP014019	GCF_002951295.1	GCF_000191145.1	Acinetobacter pittii (strain PHEA-2)	UP000007477	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	106654	ARGOS_000089	v1.6	HIVE	279929	NCBI	chromosome	1	3,828	38.78%	4002679	0	4002679	100.00%	216.488	216.000	1.000	0.000	0.000	0.00%	216.000	4002679	4002679	4002679	4002679	1	1	1	1	31.293924	0	1	0.005989	0.008404	0	0.5625	36.424216	243.434194	0.808906	0.928823	508286	5.45%	94.55%	8816472	Complete Genome	249.832675
Actinomyces oris		NZ_CP066061	GCF_016127955.1	GCF_000223355.1	Actinomyces sp oral taxon 175 str. F0384.	UP000004281	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Actinomyces	544580	ARGOS_000089	v1.6	HIVE	280132	NCBI	plasmid unnamed	1	2,675	44.32%	5675	0	5675	100.00%	416.700	416.000	1.000	0.000	0.000	0.00%	416.000	5675	5675	5675	5675	1	1	1	1	36.920859	8	2	0.009797	0.000002	0.568875	0.134192	36.590837	0.095746	0.908023	0.680883	751786	6.67%	0.20%	22179	Complete Genome	371.729512
Actinomyces oris		NZ_CP066060	GCF_016127955.1	GCF_000223355.1	Actinomyces sp oral taxon 175 str. F0384.	UP000004281	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Actinomyces	544580	ARGOS_000089	v1.6	HIVE	280132	NCBI	chromosome	1	2,675	68.52%	3184721	0	3184721	100.00%	385.982	385.000	1.000	0.000	0.000	0.00%	385.000	3184721	3184721	3184721	3184721	1	1	1	1	33.822316	2	11	0.008899	0.002648	0.7521	0.564113	36.348906	173.277327	0.683357	0.92335	751786	6.67%	93.13%	10491363	Complete Genome	313.336846
Pantoea ananatis		NZ_CP054911	GCF_013364135.1	GCF_000025405.2	Pantoea ananatis (strain LMG 20103)	UP000001702	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea	553	ARGOS_000089	v1.6	HIVE	289183	NCBI	plasmid unnamed3	1	5,024	49.33%	218767	0	218767	100.00%	595.625	595.000	1.000	0.000	0.000	0.00%	595.000	218767	218767	218767	218767	1	1	1	1	29.759158	0	0	0.012589	4.92E-04	0	0	36.356375	27.708855	0.695212	0.907202	1118397	6.91%	6.03%	976095	Complete Genome	296.185859
Pantoea ananatis		NZ_CP054910	GCF_013364135.1	GCF_000025405.2	Pantoea ananatis (strain LMG 20103)	UP000001702	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea	553	ARGOS_000089	v1.6	HIVE	289183	NCBI	plasmid unnamed2	1	5,024	52.91%	91129	0	91129	100.00%	559.500	559.000	1.000	0.000	0.000	0.00%	559.000	91129	91129	91129	91129	1	1	1	1	30.130804	0	0	0.012121	1.84E-04	0	0	36.360072	11.18314	0.678741	0.896449	1118397	6.91%	2.47%	399329	Complete Genome	290.889663
Pantoea ananatis		NZ_CP054909	GCF_013364135.1	GCF_000025405.2	Pantoea ananatis (strain LMG 20103)	UP000001702	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea	553	ARGOS_000089	v1.6	HIVE	289183	NCBI	plasmid unnamed1	1	5,024	51.76%	283516	0	283516	100.00%	375.302	375.000	1.000	0.000	0.000	0.00%	375.000	283516	283516	283516	283516	1	1	1	1	30.296664	0	0	0.011275	5.83E-04	0	0	36.360121	32.112975	0.701209	0.927976	1118397	6.91%	4.42%	714901	Complete Genome	167.38725
Pantoea ananatis		NZ_CP054912	GCF_013364135.1	GCF_000025405.2	Pantoea ananatis (strain LMG 20103)	UP000001702	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea	553	ARGOS_000089	v1.6	HIVE	289183	NCBI	chromosome	1	5,024	53.16%	4685830	0	4685830	100.00%	346.506	346.000	1.000	0.000	0.000	0.00%	346.000	4685830	4685830	4685830	4685830	1	1	1	1	33.655251	0	4	0.008265	0.004716	0	0.725926	36.316638	247.194004	0.747709	0.932166	1118397	6.91%	80.17%	12973871	Complete Genome	183.796437
Pantoea sp. FDAARGOS_194		NZ_NWFM02000006	GCF_002313185.2	GCF_002077695.1	Pantoea latae	UP000192769	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea	1975707	ARGOS_000089	v1.6	HIVE	289194	NCBI	contig	0	4,695	44.06%	4517	0	4517	100.00%	806.260	806.000	1.000	0.000	0.000	0.00%	806.000	4517	4517	4517	4517	1	1	1	1	30.33815	0	0	0.010147	6.00E-06	0	0	36.502989	0.338568	0.429612	0.884487	724721	4.73%	0.80%	121945	Contig	1850.24537
Pantoea sp. FDAARGOS_194		NZ_NWFM02000001	GCF_002313185.2	GCF_002077695.1	Pantoea latae	UP000192769	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea	1975707	ARGOS_000089	v1.6	HIVE	289194	NCBI	contig	0	4,695	54.94%	113558	0	113558	100.00%	440.261	440.000	1.000	0.000	0.000	0.00%	440.000	113558	113558	113558	113558	1	1	1	1	26.130471	0	0	0.011282	0.000316	0	0	36.455406	18.140277	0.59511	0.897983	724721	4.73%	3.52%	538586	Contig	325.051926
Pantoea sp. FDAARGOS_194		NZ_NWFM02000003	GCF_002313185.2	GCF_002077695.1	Pantoea latae	UP000192769	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea	1975707	ARGOS_000089	v1.6	HIVE	289194	NCBI	contig	0	4,695	55.02%	164007	0	164007	100.00%	344.405	344.000	1.000	0.000	0.000	0.00%	344.000	164007	164007	164007	164007	1	1	1	1	26.98925	0	0	0.010251	4.09E-04	0	0	36.421006	23.512188	0.60549	0.896406	724721	4.73%	3.91%	598882	Contig	250.261645
Pantoea sp. FDAARGOS_194		NZ_NWFM02000002	GCF_002313185.2	GCF_002077695.1	Pantoea latae	UP000192769	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea	1975707	ARGOS_000089	v1.6	HIVE	289194	NCBI	contig	0	4,695	57.30%	534523	0	534523	100.00%	272.936	272.000	1.000	0.000	0.000	0.00%	272.000	534523	534523	534523	534523	1	1	1	1	28.35382	0	0	0.008467	1.01E-03	0	0	36.426859	55.191797	0.623844	0.923234	724721	4.73%	10.05%	1539003	Contig	197.327897
Pantoea sp. FDAARGOS_194		NZ_NWFM02000005	GCF_002313185.2	GCF_002077695.1	Pantoea latae	UP000192769	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea	1975707	ARGOS_000089	v1.6	HIVE	289194	NCBI	contig	0	4,695	56.90%	20922	0	20922	100.00%	144.932	144.000	1.000	0.000	0.000	0.00%	144.000	20922	20922	20922	20922	1	1	1	1	23.966303	4	54	0.01421	7.80E-05	0.62175	0.510906	37.071121	7.116854	0.414319	0.910044	724721	4.73%	0.19%	28815	Contig	94.391056
Pantoea sp. FDAARGOS_194		NZ_NWFM02000004	GCF_002313185.2	GCF_002077695.1	Pantoea latae	UP000192769	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea	1975707	ARGOS_000089	v1.6	HIVE	289194	NCBI	contig	0	4,695	59.24%	4039611	0	4039611	100.00%	243.575	243.000	1.000	0.000	0.000	0.00%	243.000	4039611	4039611	4039611	4039611	1	1	1	1	30.293467	1	28	0.006368	0.004272	1	0.273063	36.427735	218.459153	0.670934	0.926227	724721	4.73%	76.81%	11763753	Contig	199.582184
Pantoea vagans		NZ_CP014128	GCF_001558735.2	GCF_001506165.1	Pantoea vagans	UP000069096	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea	470934	ARGOS_000089	v1.6	HIVE	289200	NCBI	plasmid unnamed3	1	4,586	52.30%	197914	0	197914	100.00%	267.256	267.000	1.000	0.000	0.000	0.00%	267.000	197914	197914	197914	197914	1	1	1	1	29.972691	0	0	0.00737	0.000381	0	0	36.429651	12.953265	0.70422	0.936488	429947	3.13%	4.19%	574429	Complete Genome	218.448756
Pantoea vagans		NZ_CP014127	GCF_001558735.2	GCF_001506165.1	Pantoea vagans	UP000069096	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea	470934	ARGOS_000089	v1.6	HIVE	289200	NCBI	plasmid unnamed2	1	4,586	54.09%	470309	0	470309	100.00%	225.804	225.000	1.000	0.000	0.000	0.00%	225.000	470309	470309	470309	470309	1	1	1	1	30.644276	0	0	0.006491	7.55E-04	0	0	36.425086	22.724094	0.746197	0.930979	429947	3.13%	8.36%	1147171	Complete Genome	183.583906
Pantoea vagans		NZ_CP014126	GCF_001558735.2	GCF_001506165.1	Pantoea vagans	UP000069096	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea	470934	ARGOS_000089	v1.6	HIVE	289200	NCBI	plasmid unnamed1	1	4,586	52.46%	90511	0	90511	100.00%	258.171	258.000	1.000	0.000	0.000	0.00%	258.000	90511	90511	90511	90511	1	1	1	1	30.67973	0	0	0.006719	1.49E-04	0	0	36.437085	5.260985	0.703297	0.922851	429947	3.13%	1.93%	264744	Complete Genome	220.147875
Pantoea vagans		NZ_CP014129	GCF_001558735.2	GCF_001506165.1	Pantoea vagans	UP000069096	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea	470934	ARGOS_000089	v1.6	HIVE	289200	NCBI	chromosome	1	4,586	55.37%	4050121	0	4050121	100.00%	223.867	223.000	1.000	0.000	0.000	0.00%	223.000	4050121	4050121	4050121	4050121	1	1	1	1	32.716051	0	2	0.00408	3.11E-03	0	0.544408	36.413719	83.492975	0.80324	0.936294	429947	3.13%	82.38%	11300146	Complete Genome	209.993471
Parabacteroides distasonis		NZ_CP050955	GCF_012273055.1	GCF_000012845.1	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	UP000000566	Bacteria; Pseudomonadati; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	823	ARGOS_000089	v1.6	HIVE	289222	NCBI	plasmid unnamed1	1	4,246	41.60%	2786	0	2786	100.00%	2720.157	2720.000	1.000	0.000	0.000	0.00%	2720.000	2786	2786	2786	2786	1	1	1	1	32.063173	0	0	0.0204	0	0	0	36.781407	0.000425	0.982257	0.971278	1699372	6.45%	0.51%	134480	Chromosome	1959.94252
Parabacteroides distasonis		NZ_CP050956	GCF_012273055.1	GCF_000012845.1	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	UP000000566	Bacteria; Pseudomonadati; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	823	ARGOS_000089	v1.6	HIVE	289222	NCBI	chromosome	1	4,246	45.13%	5109992	0	5109992	100.00%	444.023	444.000	1.000	0.000	0.000	0.00%	444.000	5109992	5109992	5109992	5109992	1	1	1	1	32.318425	24	79	0.012857	3.23E-03	0.75425	0.760152	36.327324	184.226117	0.778041	0.917339	1699372	6.45%	93.03%	24493753	Chromosome	194.62645
Parabacteroides distasonis		NZ_CP054012	GCF_013267615.1	GCF_000012845.1	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	UP000000566	Bacteria; Pseudomonadati; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	823	ARGOS_000089	v1.6	HIVE	289288	NCBI	chromosome	1	4,133	45.17%	4926033	0	4926033	100.00%	405.051	405.000	3.000	0.000	0.000	0.00%	405.000	2467777	4925940	4925940	4925940	1	2	2	2	32.376733	95	71	0.010876	0.003778	0.861578	0.940885	36.331648	123.833326	0.840496	0.938585	840228	5.55%	94.45%	14303453	Complete Genome	203.003106
Parabacteroides distasonis		NZ_JAFEKK010000002	GCF_016888565.1	GCF_000012845.1	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	UP000000566	Bacteria; Pseudomonadati; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	823	ARGOS_000089	v1.6	HIVE	289382	NCBI	contig	0	4,497	45.43%	1740397	60	1740337	100.00%	451.769	451.000	6.000	0.000	1.000	0.00%	451.000	1739877	1739877	1739877	1739877	1	1	1	1	27.363966	11	14	0.014223	0.00339	0.844445	0.260649	36.352751	29.474474	0.866806	0.893051	428997	2.65%	31.05%	5024064	Contig	183.289325
Parabacteroides distasonis		NZ_JAFEKK010000001	GCF_016888565.1	GCF_000012845.1	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	UP000000566	Bacteria; Pseudomonadati; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	823	ARGOS_000089	v1.6	HIVE	289382	NCBI	contig	0	4,497	44.98%	3441992	55	3441937	100.00%	450.126	450.000	1.000	0.000	2.000	0.00%	450.000	3441937	3441937	3441937	3441937	1	1	1	1	27.933086	5	30	0.013402	6.04E-03	1	0.775336	36.334661	50.58659	0.873316	0.895715	428997	2.65%	63.05%	10200021	Contig	188.157504
Parabacteroides distasonis		NZ_JAFEKK010000003	GCF_016888565.1	GCF_000012845.1	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	UP000000566	Bacteria; Pseudomonadati; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	823	ARGOS_000089	v1.6	HIVE	289382	NCBI	plasmid unnamed	0	4,497	43.93%	99710	0	99710	100.00%	815.793	815.000	1.000	0.000	0.000	0.00%	815.000	99710	99710	99710	99710	1	1	1	1	24.838371	0	1	0.016745	0.00024	0	0.011889	36.388176	2.238646	0.847692	0.881709	428997	2.65%	3.25%	525520	Contig	334.642323
Parabacteroides distasonis		NZ_JAFEKP010000003	GCF_016888665.1	GCF_000012845.1	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	UP000000566	Bacteria; Pseudomonadati; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	823	ARGOS_000089	v1.6	HIVE	289434	NCBI	contig		4,669	45.87%	567786	0	567786	100.00%	425.440	425.000	1.000	0.000	0.000	0.00%	425.000	567786	567786	567786	567786	1	1	1	1	26.376231	0	7	0.014367	1.18E-03	0	0.262699	36.373743	24.972703	0.793389	0.898959	226550	1.54%	10.17%	1495935	Contig	182.007611
Parabacteroides distasonis		NZ_JAFEKP010000002	GCF_016888665.1	GCF_000012845.1	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	UP000000566	Bacteria; Pseudomonadati; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	823	ARGOS_000089	v1.6	HIVE	289434	NCBI	contig		4,669	47.04%	906394	0	906394	100.00%	379.851	379.000	1.000	0.000	0.000	0.00%	379.000	906394	906394	906394	906394	1	1	1	1	26.543043	0	6	0.014208	0.001856	0	0.254675	36.352578	37.131801	0.804031	0.904104	226550	1.54%	14.21%	2089401	Contig	159.245175
Parabacteroides distasonis		NZ_JAFEKP010000001	GCF_016888665.1	GCF_000012845.1	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	UP000000566	Bacteria; Pseudomonadati; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	823	ARGOS_000089	v1.6	HIVE	289434	NCBI	contig		4,669	44.76%	3881694	0	3881694	100.00%	401.684	401.000	1.000	0.000	0.000	0.00%	401.000	3881694	3881694	3881694	3881694	1	1	1	1	28.598305	3	5	0.012402	6.23E-03	0.658467	0.214843	36.32077	127.378225	0.807532	0.912497	226550	1.54%	71.89%	10569839	Contig	188.10857
Parabacteroides distasonis		NZ_JAFEKP010000004	GCF_016888665.1	GCF_000012845.1	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	UP000000566	Bacteria; Pseudomonadati; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	823	ARGOS_000089	v1.6	HIVE	289434	NCBI	plasmid unnamed		4,669	45.84%	78452	0	78452	100.00%	660.087	660.000	1.000	0.000	0.000	0.00%	660.000	78452	78452	78452	78452	1	1	1	1	24.79585	0	0	0.016137	1.84E-04	0	0	36.42018	3.766473	0.786095	0.895021	226550	1.54%	2.18%	320489	Contig	282.20884
